t1::A2::der aktienindex::original | t1 | A2 | der Aktienindex | original | Der DAX ist der wichtigste Aktienindex in Deutschland.
t2::A2::finden::original | t2 | A2 | finden | original | Viele Menschen finden das falsch.
t2::A2::finden::generated | t2 | A2 | finden | generated | Ich finde das sehr interessant.
t2::A2::dürfen::original | t2 | A2 | dürfen | original | Bei diesem Wettbewerb dürfen die Sportler Doping benutzen.
t2::A2::dürfen::generated | t2 | A2 | dürfen | generated | Hier darf man nicht rauchen.
t2::A2::verboten::original | t2 | A2 | verboten | original | Das ist bei anderen Wettkämpfen verboten.
t2::A2::verboten::generated | t2 | A2 | verboten | generated | Doping ist verboten.
t2::A2::neu::original | t2 | A2 | neu | original | In Las Vegas gibt es einen neuen Sportwettbewerb.
t2::A2::neu::generated | t2 | A2 | neu | generated | Das ist eine neue Regel.
t2::A2::offen::original | t2 | A2 | offen | original | Es ist besser, wenn es offen und sicher ist.
t2::A2::offen::generated | t2 | A2 | offen | generated | Sie sprechen offen über das Thema.
t2::A2::sicher::original | t2 | A2 | sicher | original | Es ist besser, wenn es offen und sicher ist.
t2::A2::sicher::generated | t2 | A2 | sicher | generated | Das Training soll sicher sein.
t2::A2::fair::original | t2 | A2 | fair | original | Sport soll fair sein.
t2::A2::fair::generated | t2 | A2 | fair | generated | Das Spiel war nicht fair.
t2::A2::falsch::original | t2 | A2 | falsch | original | Viele Menschen finden das falsch.
t2::A2::falsch::generated | t2 | A2 | falsch | generated | Das ist falsch und gefährlich.
t2::B1::german::original | t2 | B1 | german | original | example_sentence_de
t2::B1::german::generated | t2 | B1 | german | generated | example_sentence_de_generated
t2::B1::substanz::original | t2 | B1 | Substanz | original | Leistungssteigernde Substanzen sind ausdrücklich erlaubt.
t2::B1::substanz::generated | t2 | B1 | Substanz | generated | Diese Substanz ist für den Sport verboten.
t2::B1::aufsicht::original | t2 | B1 | Aufsicht | original | Wenn Sportler unter medizinischer Aufsicht mit Substanzen arbeiten.
t2::B1::aufsicht::generated | t2 | B1 | Aufsicht | generated | Die Sportler stehen unter medizinischer Aufsicht.
t2::B1::normalisierung::original | t2 | B1 | Normalisierung | original | Kritiker sehen darin eine gefährliche Normalisierung.
t2::B1::normalisierung::generated | t2 | B1 | Normalisierung | generated | Die Normalisierung von Doping ist umstritten.
t2::B1::sperre::original | t2 | B1 | Sperre | original | Teilnehmende Sportler riskieren lebenslange Sperren für olympische Wettkämpfe.
t2::B1::sperre::generated | t2 | B1 | Sperre | generated | Er bekam eine zweijährige Sperre.
t2::B1::preisgeld::original | t2 | B1 | Preisgeld | original | Angezogen von hohen Preisgeldversprechen.
t2::B1::preisgeld::generated | t2 | B1 | Preisgeld | generated | Das Preisgeld ist sehr hoch.
t2::B1::disziplin::original | t2 | B1 | Disziplin | original | Athletinnen und Athleten aus verschiedenen Disziplinen.
t2::B1::disziplin::generated | t2 | B1 | Disziplin | generated | Er trainiert in mehreren Disziplinen.
t2::B1::kritiker::original | t2 | B1 | Kritiker | original | Kritiker sehen darin eine gefährliche Normalisierung.
t2::B1::kritiker::generated | t2 | B1 | Kritiker | generated | Die Kritiker sind nicht überzeugt.
t2::B1::argumentieren::original | t2 | B1 | argumentieren | original | Die Initiatoren argumentieren, dass Doping verbreitet sei.
t2::B1::argumentieren::generated | t2 | B1 | argumentieren | generated | Sie argumentieren für eine Reform des Systems.
t2::B1::riskieren::original | t2 | B1 | riskieren | original | Teilnehmende Sportler riskieren lebenslange Sperren.
t2::B1::riskieren::generated | t2 | B1 | riskieren | generated | Er riskiert seine Karriere.
t2::B1::verurteilen::original | t2 | B1 | verurteilen | original | Das IOC hat die Enhanced Games scharf verurteilt.
t2::B1::verurteilen::generated | t2 | B1 | verurteilen | generated | Die Organisation wurde scharf verurteilt.
t2::B1::anmelden::original | t2 | B1 | anmelden | original | Mehrere ehemalige Profisportler haben sich angemeldet.
t2::B1::anmelden::generated | t2 | B1 | anmelden | generated | Er hat sich für den Wettkampf angemeldet.
t2::B1::leistungssteigernd::original | t2 | B1 | leistungssteigernd | original | Leistungssteigernde Substanzen sind ausdrücklich erlaubt.
t2::B1::leistungssteigernd::generated | t2 | B1 | leistungssteigernd | generated | Leistungssteigernde Mittel sind umstritten.
t2::B1::heimlich::original | t2 | B1 | heimlich | original | Doping finde heimlich statt.
t2::B1::heimlich::generated | t2 | B1 | heimlich | generated | Das passiert heimlich und ohne Kontrolle.
t2::B1::verbreitet::original | t2 | B1 | verbreitet | original | Doping im Hochleistungssport ohnehin verbreitet sei.
t2::B1::verbreitet::generated | t2 | B1 | verbreitet | generated | Das Problem ist weit verbreitet.
t2::B1::ehemalig::original | t2 | B1 | ehemalig | original | Mehrere ehemalige Profisportler haben sich angemeldet.
t2::B1::ehemalig::generated | t2 | B1 | ehemalig | generated | Ein ehemaliger Champion nimmt teil.
t2::B2::german::original | t2 | B2 | german | original | example_sentence_de
t2::B2::german::generated | t2 | B2 | german | generated | example_sentence_de_generated
t2::B2::provokation::original | t2 | B2 | Provokation | original | Eine dreiste Provokation des organisierten Sports.
t2::B2::provokation::generated | t2 | B2 | Provokation | generated | Das war eine gezielte Provokation.
t2::B2::geschäftsmodell::original | t2 | B2 | Geschäftsmodell | original | Ein konsequentes Geschäftsmodell.
t2::B2::geschäftsmodell::generated | t2 | B2 | Geschäftsmodell | generated | Das Geschäftsmodell ist sehr profitabel.
t2::B2::gedankenexperiment::original | t2 | B2 | Gedankenexperiment | original | Ein radikales Gedankenexperiment.
t2::B2::gedankenexperiment::generated | t2 | B2 | Gedankenexperiment | generated | Das ist ein interessantes Gedankenexperiment.
t2::B2::gründer::original | t2 | B2 | Gründer | original | Der Gründer des Projekts, der australische Unternehmer Aron D'Souza.
t2::B2::gründer::generated | t2 | B2 | Gründer | generated | Der Gründer erklärte seine Vision.
t2::B2::verurteilung::original | t2 | B2 | Verurteilung | original | Sperren, Verurteilungen, Distanzierungen.
t2::B2::verurteilung::generated | t2 | B2 | Verurteilung | generated | Die Verurteilung kam schnell.
t2::B2::grundlage::original | t2 | B2 | Grundlage | original | Nicht ohne empirische Grundlage.
t2::B2::grundlage::generated | t2 | B2 | Grundlage | generated | Das hat keine wissenschaftliche Grundlage.
t2::B2::bedingung::original | t2 | B2 | Bedingung | original | Gleiche Bedingungen herzustellen.
t2::B2::bedingung::generated | t2 | B2 | Bedingung | generated | Das ist eine wichtige Bedingung.
t2::B2::körper::original | t2 | B2 | Körper | original | Erwachsene Sportler sollten selbst entscheiden, was sie mit ihrem Körper machen.
t2::B2::körper::generated | t2 | B2 | Körper | generated | Der Körper braucht Erholung nach dem Training.
t2::B2::aufwerfen::original | t2 | B2 | aufwerfen | original | Die Frage, die sie aufwerfen.
t2::B2::aufwerfen::generated | t2 | B2 | aufwerfen | generated | Das wirft wichtige Fragen auf.
t2::B2::herstellen::original | t2 | B2 | herstellen | original | Gleiche Bedingungen herzustellen.
t2::B2::herstellen::generated | t2 | B2 | herstellen | generated | Es ist schwer, Fairness herzustellen.
t2::B2::entscheiden::original | t2 | B2 | entscheiden | original | Erwachsene Sportler sollten selbst entscheiden.
t2::B2::entscheiden::generated | t2 | B2 | entscheiden | generated | Jeder sollte selbst entscheiden dürfen.
t2::B2::scheinheilig::original | t2 | B2 | scheinheilig | original | Das bestehende Anti-Doping-System sei scheinheilig.
t2::B2::scheinheilig::generated | t2 | B2 | scheinheilig | generated | Die Argumentation wirkt scheinheilig.
t2::B2::dreist::original | t2 | B2 | dreist | original | Eine dreiste Provokation des organisierten Sports.
t2::B2::dreist::generated | t2 | B2 | dreist | generated | Das war eine dreiste Lüge.
t2::B2::empirisch::original | t2 | B2 | empirisch | original | Nicht ohne empirische Grundlage.
t2::B2::empirisch::generated | t2 | B2 | empirisch | generated | Die Studie hat eine empirische Grundlage.
t2::B2::konsequent::original | t2 | B2 | konsequent | original | Ein konsequentes Geschäftsmodell.
t2::B2::konsequent::generated | t2 | B2 | konsequent | generated | Sie handeln konsequent nach ihren Regeln.
t2::C1::german::original | t2 | C1 | german | original | example_sentence_de
t2::C1::german::generated | t2 | C1 | german | generated | example_sentence_de_generated
t2::C1::heuchelei::original | t2 | C1 | Heuchelei | original | Über Heuchelei, Körperautonomie und die Grenzen des Leistungssports.
t2::C1::heuchelei::generated | t2 | C1 | Heuchelei | generated | Die Heuchelei des Systems ist offensichtlich.
t2::C1::reinform::original | t2 | C1 | Reinform | original | In ihrer provokativen Reinform.
t2::C1::reinform::generated | t2 | C1 | Reinform | generated | Das Konzept zeigt sich in seiner Reinform.
t2::C1::höchstleistung::original | t2 | C1 | Höchstleistung | original | Durch den Druck zur Höchstleistung.
t2::C1::höchstleistung::generated | t2 | C1 | Höchstleistung | generated | Der Druck zur Höchstleistung ist enorm.
t2::C1::förderstruktur::original | t2 | C1 | Förderstruktur | original | Nationale Förderstrukturen enorm divergieren.
t2::C1::förderstruktur::generated | t2 | C1 | Förderstruktur | generated | Die Förderstrukturen sind sehr ungleich.
t2::C1::ablehnung::original | t2 | C1 | Ablehnung | original | Die moralische Ablehnung des Mainstreams.
t2::C1::ablehnung::generated | t2 | C1 | Ablehnung | generated | Die Ablehnung war einhellig.
t2::C1::regulierung::original | t2 | C1 | Regulierung | original | Über die Grenzen staatlicher Regulierung im Sport.
t2::C1::regulierung::generated | t2 | C1 | Regulierung | generated | Eine stärkere Regulierung ist nötig.
t2::C1::absenz::original | t2 | C1 | Absenz | original | Die Absenz etablierter Stars limitiert seine Reichweite.
t2::C1::absenz::generated | t2 | C1 | Absenz | generated | Die Absenz führender Athleten schwächt das Projekt.
t2::C1::forcierung::original | t2 | C1 | Forcierung | original | Die Forcierung einer Debatte, die systematisch vermieden wird.
t2::C1::forcierung::generated | t2 | C1 | Forcierung | generated | Die Forcierung der Diskussion war notwendig.
t2::C1::gefährden::original | t2 | C1 | gefährden | original | Athletengesundheit wird durch ein System gefährdet.
t2::C1::gefährden::generated | t2 | C1 | gefährden | generated | Das gefährdet die Integrität des Sports.
t2::C1::divergieren::original | t2 | C1 | divergieren | original | Nationale Förderstrukturen enorm divergieren.
t2::C1::divergieren::generated | t2 | C1 | divergieren | generated | Die Meinungen divergieren stark.
t2::C1::limitieren::original | t2 | C1 | limitieren | original | Die moralische Ablehnung des Mainstreams limitiert seine Reichweite.
t2::C1::limitieren::generated | t2 | C1 | limitieren | generated | Das Budget limitiert die Möglichkeiten.
t2::C1::befördern::original | t2 | C1 | befördern | original | Das System befördert Doping strukturell.
t2::C1::befördern::generated | t2 | C1 | befördern | generated | Der Druck befördert ungesundes Verhalten.
t2::C1::unzureichend::original | t2 | C1 | unzureichend | original | Alle drei Ziele werden gegenwärtig unzureichend erfüllt.
t2::C1::unzureichend::generated | t2 | C1 | unzureichend | generated | Die Kontrolle ist völlig unzureichend.
t2::C1::herstellbar::original | t2 | C1 | herstellbar | original | Fairness ist in einem globalen System kaum herstellbar.
t2::C1::herstellbar::generated | t2 | C1 | herstellbar | generated | Echte Gleichheit ist kaum herstellbar.
t2::C1::strukturell::original | t2 | C1 | strukturell | original | Das System befördert Doping strukturell.
t2::C1::strukturell::generated | t2 | C1 | strukturell | generated | Das ist ein strukturelles Problem.
t2::C1::kommerziell::original | t2 | C1 | kommerziell | original | Das kommerzielle Image des Sports.
t2::C1::kommerziell::generated | t2 | C1 | kommerziell | generated | Der Sport hat ein kommerzielles Interesse.
t2::C1::institutionalisiert::original | t2 | C1 | institutionalisiert | original | Im institutionalisierten Sport systematisch vermieden.
t2::C1::institutionalisiert::generated | t2 | C1 | institutionalisiert | generated | Das ist im institutionalisierten Betrieb üblich.
t2::C1::unbequem::original | t2 | C1 | unbequem | original | Die unbequeme Wahrheit.
t2::C1::unbequem::generated | t2 | C1 | unbequem | generated | Das ist eine unbequeme Frage.
t2::C1::provokativ::original | t2 | C1 | provokativ | original | In ihrer provokativen Reinform.
t2::C1::provokativ::generated | t2 | C1 | provokativ | generated | Die Aussage war bewusst provokativ.
t2::C1::staatlich::original | t2 | C1 | staatlich | original | Über die Grenzen staatlicher Regulierung im Sport.
t2::C1::staatlich::generated | t2 | C1 | staatlich | generated | Das ist eine staatliche Aufgabe.
t3::A2::german::original | t3 | A2 | german | original | example_sentence_de
t3::A2::german::generated | t3 | A2 | german | generated | example_sentence_de_generated
t3::A2::protest::original | t3 | A2 | Protest | original | Jetzt haben Tausende von ihnen in der Hauptstadt Brasília protestiert.
t3::A2::protest::generated | t3 | A2 | Protest | generated | Der Protest findet jedes Jahr statt.
t3::A2::volkgruppe::original | t3 | A2 | Volkgruppe | original | In Brasilien leben viele indigene Volkgruppen.
t3::A2::volkgruppe::generated | t3 | A2 | Volkgruppe | generated | Es gibt viele verschiedene Volkgruppen im Land.
t3::A2::gebiet::original | t3 | A2 | Gebiet | original | Sie wollen, dass der Staat ihre Gebiete anerkennt.
t3::A2::gebiet::generated | t3 | A2 | Gebiet | generated | Das Gebiet ist sehr groß.
t3::A2::staat::original | t3 | A2 | Staat | original | Aber der Staat gibt ihnen diese Gebiete oft nicht.
t3::A2::staat::generated | t3 | A2 | Staat | generated | Der Staat soll die Rechte schützen.
t3::A2::zuhause::original | t3 | A2 | Zuhause | original | Diese Gebiete sind ihr Zuhause.
t3::A2::zuhause::generated | t3 | A2 | Zuhause | generated | Das ist unser Zuhause seit vielen Jahren.
t3::A2::land::original | t3 | A2 | Land | original | Sie leben seit Tausenden von Jahren im Land.
t3::A2::land::generated | t3 | A2 | Land | generated | Sie kämpfen für ihr Land.
t3::A2::jahr::original | t3 | A2 | Jahr | original | Es findet jedes Jahr statt.
t3::A2::jahr::generated | t3 | A2 | Jahr | generated | In diesem Jahr kamen viele Menschen.
t3::A2::protestieren::original | t3 | A2 | protestieren | original | Tausende haben in der Hauptstadt Brasília protestiert.
t3::A2::protestieren::generated | t3 | A2 | protestieren | generated | Sie protestieren für ihre Rechte.
t3::A2::anerkennen::original | t3 | A2 | anerkennen | original | Sie wollen, dass der Staat ihre Gebiete anerkennt.
t3::A2::anerkennen::generated | t3 | A2 | anerkennen | generated | Der Staat muss ihre Rechte anerkennen.
t3::A2::leben::original | t3 | A2 | leben | original | In Brasilien leben viele indigene Volkgruppen.
t3::A2::leben::generated | t3 | A2 | leben | generated | Sie leben seit Jahrhunderten hier.
t3::A2::bedeuten::original | t3 | A2 | bedeuten | original | Das bedeutet: Freies Land Camp.
t3::A2::bedeuten::generated | t3 | A2 | bedeuten | generated | Was bedeutet dieses Wort auf Deutsch?
t3::A2::wichtig::original | t3 | A2 | wichtig | original | Diese Gebiete sind ihr Zuhause und sehr wichtig für sie.
t3::A2::wichtig::generated | t3 | A2 | wichtig | generated | Das ist ein sehr wichtiges Thema.
t3::A2::frei::original | t3 | A2 | frei | original | Freies Land Camp.
t3::A2::frei::generated | t3 | A2 | frei | generated | Sie kämpfen für ein freies Leben.
