t1::A2::german::original | t1 | A2 | german | original | example_sentence_de
t1::A2::gewinnen::original | t1 | A2 | gewinnen | original | Österreich hat den Wettbewerb gewonnen.
t1::A2::gewinnen::generated | t1 | A2 | gewinnen | generated | Sie will den Wettbewerb gewinnen.
t1::A2::stattfinden::original | t1 | A2 | stattfinden | original | In diesem Jahr findet der Eurovision in Wien statt.
t1::A2::stattfinden::generated | t1 | A2 | stattfinden | generated | Das Konzert findet morgen statt.
t1::A2::schauen::original | t1 | A2 | schauen | original | Menschen schauen den Wettbewerb im Fernsehen.
t1::A2::schauen::generated | t1 | A2 | schauen | generated | Wir schauen das Finale gemeinsam.
t1::A2::gross::original | t1 | A2 | groß | original | Der Eurovision Song Contest ist ein großer Musikwettbewerb.
t1::A2::gross::generated | t1 | A2 | groß | generated | Es ist ein großes Fest.
t1::B1::german::original | t1 | B1 | german | original | example_sentence_de
t1::B1::german::generated | t1 | B1 | german | generated | example_sentence_de_generated
t1::B1::gastgeberstadt::original | t1 | B1 | Gastgeberstadt | original | Wien ist in diesem Jahr Gastgeberstadt des 70. Eurovision Song Contests.
t1::B1::gastgeberstadt::generated | t1 | B1 | Gastgeberstadt | generated | Die Gastgeberstadt bereitet sich gut vor.
t1::B1::sieg::original | t1 | B1 | Sieg | original | Nach dem Sieg des österreichischen Künstlers JJ im Vorjahr.
t1::B1::sieg::generated | t1 | B1 | Sieg | generated | Der Sieg war eine große Überraschung.
t1::B1::finale::original | t1 | B1 | Finale | original | Das Finale findet am 16. Mai in der Wiener Stadthalle statt.
t1::B1::finale::generated | t1 | B1 | Finale | generated | Das Finale war sehr spannend.
t1::B1::abstimmung::original | t1 | B1 | Abstimmung | original | Die Abstimmung ist ein Mix aus Jury-Entscheidungen und Publikumsvoting.
t1::B1::abstimmung::generated | t1 | B1 | Abstimmung | generated | Die Abstimmung beginnt nach den Auftritten.
t1::B1::ereignis::original | t1 | B1 | Ereignis | original | Für die Tourismusbranche ist es das wichtigste Ereignis des Jahres.
t1::B1::ereignis::generated | t1 | B1 | Ereignis | generated | Das ist ein wichtiges Ereignis für die Stadt.
t1::B1::rahmenprogramm::original | t1 | B1 | Rahmenprogramm | original | Die Stadt hat ein umfangreiches Rahmenprogramm geplant.
t1::B1::rahmenprogramm::generated | t1 | B1 | Rahmenprogramm | generated | Das Rahmenprogramm umfasst viele Konzerte.
t1::B1::ausstellung::original | t1 | B1 | Ausstellung | original | Eine Eurovision-Ausstellung im Kunsthistorischen Museum.
t1::B1::ausstellung::generated | t1 | B1 | Ausstellung | generated | Die Ausstellung ist kostenlos.
t1::B1::tourismusbranche::original | t1 | B1 | Tourismusbranche | original | Für die Tourismusbranche ist es das wichtigste Ereignis des Jahres.
t1::B1::tourismusbranche::generated | t1 | B1 | Tourismusbranche | generated | Die Tourismusbranche profitiert vom Wettbewerb.
t1::B1::teilnehmen::original | t1 | B1 | teilnehmen | original | Mehr als 37 Länder nehmen teil.
t1::B1::teilnehmen::generated | t1 | B1 | teilnehmen | generated | Viele Länder nehmen am Wettbewerb teil.
t1::B1::ausrichten::original | t1 | B1 | ausrichten | original | Österreich hat das Recht erhalten, den Wettbewerb auszurichten.
t1::B1::ausrichten::generated | t1 | B1 | ausrichten | generated | Die Stadt will das Konzert ausrichten.
t1::B1::erwarten::original | t1 | B1 | erwarten | original | Wien erwartet Hunderttausende Besucherinnen und Besucher.
t1::B1::erwarten::generated | t1 | B1 | erwarten | generated | Die Stadt erwartet viele Touristen.
t1::B1::planen::original | t1 | B1 | planen | original | Die Stadt hat ein umfangreiches Rahmenprogramm geplant.
t1::B1::planen::generated | t1 | B1 | planen | generated | Sie planen ein großes Fest.
t1::B1::kostenlos::original | t1 | B1 | kostenlos | original | Kostenlose Open-Air-Konzerte.
t1::B1::kostenlos::generated | t1 | B1 | kostenlos | generated | Der Eintritt ist kostenlos.
t1::B1::umfangreich::original | t1 | B1 | umfangreich | original | Die Stadt hat ein umfangreiches Rahmenprogramm geplant.
t1::B1::umfangreich::generated | t1 | B1 | umfangreich | generated | Das Programm ist sehr umfangreich.
t1::B1::eigenen::original | t1 | B1 | eigenen | original | Jedes Land schickt einen Act mit einem eigenen Song.
t1::B1::eigenen::generated | t1 | B1 | eigenen | generated | Sie hat ihren eigenen Stil.
t1::B2::german::original | t1 | B2 | german | original | example_sentence_de
t1::B2::german::generated | t1 | B2 | german | generated | example_sentence_de_generated
t1::B2::ritual::original | t1 | B2 | Ritual | original | Er ist ein jährliches Ritual europäischer Identität.
t1::B2::ritual::generated | t1 | B2 | Ritual | generated | Das Finale ist ein echtes Ritual für die Fans.
t1::B2::selbstdarstellung::original | t1 | B2 | Selbstdarstellung | original | Eine Plattform für kulturelle Selbstdarstellung.
t1::B2::selbstdarstellung::generated | t1 | B2 | Selbstdarstellung | generated | Der ESC bietet Raum für nationale Selbstdarstellung.
t1::B2::gastgeberstatus::original | t1 | B2 | Gastgeberstatus | original | Der Gastgeberstatus bringt erhebliche Einnahmen.
t1::B2::gastgeberstatus::generated | t1 | B2 | Gastgeberstatus | generated | Der Gastgeberstatus ist eine große Ehre.
t1::B2::einnahmen::original | t1 | B2 | Einnahmen | original | Der Gastgeberstatus bringt erhebliche Einnahmen.
t1::B2::einnahmen::generated | t1 | B2 | Einnahmen | generated | Die Einnahmen steigen jedes Jahr.
t1::B2::nachfrage::original | t1 | B2 | Nachfrage | original | Die Nachfrage nach Tickets überstieg das Angebot innerhalb von Minuten.
t1::B2::nachfrage::generated | t1 | B2 | Nachfrage | generated | Die Nachfrage nach Tickets ist sehr hoch.
t1::B2::angebot::original | t1 | B2 | Angebot | original | Die Nachfrage nach Tickets überstieg das Angebot innerhalb von Minuten.
t1::B2::angebot::generated | t1 | B2 | Angebot | generated | Das Angebot an Konzerten ist groß.
t1::B2::platzierung::original | t1 | B2 | Platzierung | original | Nach Jahren schwacher Platzierungen.
t1::B2::platzierung::generated | t1 | B2 | Platzierung | generated | Deutschland hofft auf eine bessere Platzierung.
t1::B2::auswahlverfahren::original | t1 | B2 | Auswahlverfahren | original | Der NDR hat das Auswahlverfahren reformiert.
t1::B2::auswahlverfahren::generated | t1 | B2 | Auswahlverfahren | generated | Das Auswahlverfahren dauert mehrere Monate.
t1::B2::stigma::original | t1 | B2 | Stigma | original | Um das Stigma der deutschen ESC-Misserfolge zu durchbrechen.
t1::B2::stigma::generated | t1 | B2 | Stigma | generated | Das Stigma ist schwer zu überwinden.
t1::B2::fanbasis::original | t1 | B2 | Fanbasis | original | Einen Act, der in sozialen Medien bereits eine starke Fanbasis hat.
t1::B2::fanbasis::generated | t1 | B2 | Fanbasis | generated | Die Gruppe hat eine treue Fanbasis aufgebaut.
t1::B2::reformieren::original | t1 | B2 | reformieren | original | Der NDR hat das Auswahlverfahren reformiert.
t1::B2::reformieren::generated | t1 | B2 | reformieren | generated | Sie wollen das System reformieren.
t1::B2::durchbrechen::original | t1 | B2 | durchbrechen | original | Um das Stigma der deutschen ESC-Misserfolge zu durchbrechen.
t1::B2::durchbrechen::generated | t1 | B2 | durchbrechen | generated | Es ist schwer, alte Muster zu durchbrechen.
t1::B2::erheblich::original | t1 | B2 | erheblich | original | Der Gastgeberstatus bringt erhebliche Einnahmen.
t1::B2::erheblich::generated | t1 | B2 | erheblich | generated | Das hat erhebliche Auswirkungen auf die Stadt.
t1::B2::zunehmend::original | t1 | B2 | zunehmend | original | Ein zunehmend politisch aufgeladenes Ereignis.
t1::B2::zunehmend::generated | t1 | B2 | zunehmend | generated | Der Wettbewerb wird zunehmend politisch.
t1::B2::ausgebucht::original | t1 | B2 | ausgebucht | original | Hotels sind seit Monaten ausgebucht.
t1::B2::ausgebucht::generated | t1 | B2 | ausgebucht | generated | Das Hotel ist für Mai ausgebucht.
t1::C1::german::original | t1 | C1 | german | original | example_sentence_de
t1::C1::german::generated | t1 | C1 | german | generated | example_sentence_de_generated
t1::C1::paradox::original | t1 | C1 | Paradox | original | Der Eurovision Song Contest ist das bestgehaltene Paradox der europäischen Kulturpolitik.
t1::C1::paradox::generated | t1 | C1 | Paradox | generated | Das ist ein typisches Paradox moderner Politik.
t1::C1::seismograph::original | t1 | C1 | Seismograph | original | Ein Wettbewerb, der seit Jahrzehnten als Seismograph für politische Spannungen funktioniert.
t1::C1::seismograph::generated | t1 | C1 | Seismograph | generated | Die Presse dient als Seismograph gesellschaftlicher Stimmungen.
t1::C1::rundfunkkooperation::original | t1 | C1 | Rundfunkkooperation | original | Ein technisches Experiment zur Übung europäischer Rundfunkkooperation.
t1::C1::rundfunkkooperation::generated | t1 | C1 | Rundfunkkooperation | generated | Die Rundfunkkooperation zwischen den Ländern wächst.
t1::C1::reichweite::original | t1 | C1 | Reichweite | original | Die Reichweite übertrifft die meisten Sportgroßereignisse.
t1::C1::reichweite::generated | t1 | C1 | Reichweite | generated | Die Reichweite der Sendung ist enorm.
t1::C1::abstimmungsverhalten::original | t1 | C1 | Abstimmungsverhalten | original | Abstimmungsverhalten zwischen Nachbarländern offenbart geopolitische Nähe.
t1::C1::abstimmungsverhalten::generated | t1 | C1 | Abstimmungsverhalten | generated | Das Abstimmungsverhalten ist politisch aufschlussreich.
t1::C1::ausschluss::original | t1 | C1 | Ausschluss | original | Der Ausschluss Russlands 2022 war ein kulturpolitisches Statement.
t1::C1::ausschluss::generated | t1 | C1 | Ausschluss | generated | Der Ausschluss des Landes sorgte für Diskussionen.
t1::C1::balanceakt::original | t1 | C1 | Balanceakt | original | Für Österreich ist die Austragung ein Balanceakt.
t1::C1::balanceakt::generated | t1 | C1 | Balanceakt | generated | Die Moderation war ein echter Balanceakt.
t1::C1::gegenwind::original | t1 | C1 | Gegenwind | original | Wien muss mit Demonstrationen und politischem Gegenwind umgehen.
t1::C1::gegenwind::generated | t1 | C1 | Gegenwind | generated | Das Projekt stößt auf politischen Gegenwind.
t1::C1::haltung::original | t1 | C1 | Haltung | original | Der ESC zwingt die Gastgeberstadt, Haltungen einzunehmen.
t1::C1::haltung::generated | t1 | C1 | Haltung | generated | Die Regierung muss eine klare Haltung einnehmen.
t1::C1::kulturpolitik::original | t1 | C1 | Kulturpolitik | original | Das bestgehaltene Paradox der europäischen Kulturpolitik.
t1::C1::kulturpolitik::generated | t1 | C1 | Kulturpolitik | generated | Kulturpolitik ist ein umstrittenes Thema.
t1::C1::offenbaren::original | t1 | C1 | offenbaren | original | Abstimmungsverhalten zwischen Nachbarländern offenbart geopolitische Nähe.
t1::C1::offenbaren::generated | t1 | C1 | offenbaren | generated | Der Konflikt offenbart tiefe gesellschaftliche Spannungen.
t1::C1::zwingen::original | t1 | C1 | zwingen | original | Der ESC zwingt die Gastgeberstadt, Haltungen einzunehmen.
t1::C1::zwingen::generated | t1 | C1 | zwingen | generated | Die Situation zwingt uns zu einer Entscheidung.
t1::C1::vermeiden::original | t1 | C1 | vermeiden | original | Haltungen einzunehmen, die sie lieber vermeiden würde.
t1::C1::vermeiden::generated | t1 | C1 | vermeiden | generated | Sie versucht, Konflikte zu vermeiden.
t1::C1::widerstandsfähig::original | t1 | C1 | widerstandsfähig | original | Erstaunlich widerstandsfähig.
t1::C1::widerstandsfähig::generated | t1 | C1 | widerstandsfähig | generated | Das System ist erstaunlich widerstandsfähig.
t1::C1::uneinheitlich::original | t1 | C1 | uneinheitlich | original | Der Eurovision ist uneinheitlich, laut, gelegentlich absurd.
t1::C1::uneinheitlich::generated | t1 | C1 | uneinheitlich | generated | Die Reaktionen waren sehr uneinheitlich.
t1::C1::explizit::original | t1 | C1 | explizit | original | Ein explizit unpolitischer Wettbewerb.
t1::C1::explizit::generated | t1 | C1 | explizit | generated | Das wurde explizit verboten.
t1::C1::geopolitisch::original | t1 | C1 | geopolitisch | original | Abstimmungsverhalten zwischen Nachbarländern offenbart geopolitische Nähe.
t1::C1::geopolitisch::generated | t1 | C1 | geopolitisch | generated | Die Lage hat eine geopolitische Dimension.
t1::C1::gesellschaftlich::original | t1 | C1 | gesellschaftlich | original | Gesellschaftliche Veränderungen und nationale Selbstbilder.
t1::C1::gesellschaftlich::generated | t1 | C1 | gesellschaftlich | generated | Das ist eine gesellschaftliche Herausforderung.
t1::C1::tolerant::original | t1 | C1 | tolerant | original | Wien will als weltoffene, tolerante Metropole auftreten.
t1::C1::tolerant::generated | t1 | C1 | tolerant | generated | Eine tolerante Gesellschaft respektiert alle Menschen.
t1::C1::gelegentlich::original | t1 | C1 | gelegentlich | original | Uneinheitlich, laut, gelegentlich absurd.
t1::C1::gelegentlich::generated | t1 | C1 | gelegentlich | generated | Das führt gelegentlich zu Missverständnissen.
t2::A2::german::original | t2 | A2 | german | original | example_sentence_de
t2::A2::german::generated | t2 | A2 | german | generated | example_sentence_de_generated
t2::A2::sportwettbewerb::original | t2 | A2 | Sportwettbewerb | original | In Las Vegas gibt es einen neuen Sportwettbewerb.
t2::A2::sportwettbewerb::generated | t2 | A2 | Sportwettbewerb | generated | Der Sportwettbewerb findet jedes Jahr statt.
t2::A2::sportler::original | t2 | A2 | Sportler | original | Bei diesem Wettbewerb dürfen die Sportler Doping benutzen.
t2::A2::sportler::generated | t2 | A2 | Sportler | generated | Die Sportler trainieren jeden Tag.
t2::A2::doping::original | t2 | A2 | Doping | original | Bei diesem Wettbewerb dürfen die Sportler Doping benutzen.
t2::A2::doping::generated | t2 | A2 | Doping | generated | Doping ist in vielen Sportarten verboten.
t2::A2::arzt::original | t2 | A2 | Arzt | original | Die Sportler sollen von Ärzten überwacht werden.
t2::A2::arzt::generated | t2 | A2 | Arzt | generated | Der Arzt untersucht die Sportler.
t2::A2::organisator::original | t2 | A2 | Organisator | original | Die Organisatoren sagen: Doping ist sowieso überall.
t2::A2::organisator::generated | t2 | A2 | Organisator | generated | Die Organisatoren planen das Event.
t2::A2::benutzen::original | t2 | A2 | benutzen | original | Bei diesem Wettbewerb dürfen die Sportler Doping benutzen.
t2::A2::benutzen::generated | t2 | A2 | benutzen | generated | Sie benutzen moderne Technik.
t2::A2::überwachen::original | t2 | A2 | überwachen | original | Die Sportler sollen von Ärzten überwacht werden.
t2::A2::überwachen::generated | t2 | A2 | überwachen | generated | Die Sportler werden genau überwacht.
